,title,link,time
22,"효성티앤에스, NFT 커뮤니티 앱 'Enta' 출시...NFT 대중화 나서",https://www.newsquest.co.kr/news/articleView.html%3Fidxno%3D221627&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgIEAI&usg=AOvVaw1EmIF8pWL50F9zSc6eoZ7g,6시간 전
23,"""'아동 성범죄' 아픔 없도록""…서울시 '메타·구글'과 협업 추진",https://www.news1.kr/articles/%3F5382818&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgFEAI&usg=AOvVaw3WBwDzm47WlS_SYk6eZQos,9시간 전
24,[#IT라운지] 네이버플러스 '무료배송'·카카오 '틈'·원티드랩-네이버클라우드 '업무협약',http://www.newsworks.co.kr/news/articleView.html%3Fidxno%3D749922&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgGEAI&usg=AOvVaw1kkqhZyoaHq6NTd_vAk674,6시간 전
25,"이포넷, 코엑스 월드 IT 쇼 2024 참여 - 이포넷, 코엑스 월드 IT 쇼 2024 참여",https://fetv.co.kr/news/article.html%3Fno%3D162863&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgEEAI&usg=AOvVaw15rRTW737qsc5Hm_LrQN1s,7시간 전
26,"SKT, 장기 우수 고객에 에버랜드 ‘숲캉스’ 이벤트 시행",https://www.enewstoday.co.kr/news/articleView.html%3Fidxno%3D2114289&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgCEAI&usg=AOvVaw2bn3xLmpmkE0Q54CgovT4j,20시간 전
27,"LG유플러스-서울대 연구팀, ‘양자통신시대’ 기술 로드맵 제시",http://www.enewstoday.co.kr/news/articleView.html%3Fidxno%3D2114284&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgAEAI&usg=AOvVaw0cubT0wZF1hwlGe4tz7LKT,20시간 전
28,OTT-방송 '균형규제' 공감대…방송4법 놓고 진통 예고 [포스트 총선 IT정책 방향 트나 ②],https://www.msn.com/ko-kr/news/other/ott-%25EB%25B0%25A9%25EC%2586%25A1-%25EA%25B7%25A0%25ED%2598%2595%25EA%25B7%259C%25EC%25A0%259C-%25EA%25B3%25B5%25EA%25B0%2590%25EB%258C%2580-%25EB%25B0%25A9%25EC%2586%25A14%25EB%25B2%2595-%25EB%2586%2593%25EA%25B3%25A0-%25EC%25A7%2584%25ED%2586%25B5-%25EC%2598%2588%25EA%25B3%25A0-%25ED%258F%25AC%25EC%258A%25A4%25ED%258A%25B8-%25EC%25B4%259D%25EC%2584%25A0-it%25EC%25A0%2595%25EC%25B1%2585-%25EB%25B0%25A9%25ED%2596%25A5-%25ED%258A%25B8%25EB%2582%2598/ar-BB1lAtQt&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgHEAI&usg=AOvVaw0xASV4j9P4tvEbS7TpwI4x,22시간 전
29,"삼성 24년형 OLED TV, 英·美 IT매체서 기술력 호평 - 삼성 24년형 OLED TV, 英·美 IT매체서 기술력 호평",https://fetv.co.kr/news/article.html%3Fno%3D162952&sa=U&ved=2ahUKEwjV8Mvx18OFAxUdavUHHd7eDR04FBDF9AF6BAgDEAI&usg=AOvVaw1kNU27CZMfyBmZN8iakLjw,24시간 전
30,"삼성 24년형 OLED TV, 英·美 IT매체서 기술력 호평 - 삼성 24년형 OLED TV, 英·美 IT매체서 기술력 호평",https://fetv.co.kr/news/article.html%3Fno%3D162952&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgIEAI&usg=AOvVaw3Oc0AL6DYga1_eJEZOq7DC,24시간 전
31,"일본, 구글·애플 불공정 영업 막는다… 매출 30% 과징금 낼 수도",http://www.seoulwire.com/news/articleView.html%3Fidxno%3D605441&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgJEAI&usg=AOvVaw2lTda_anbU4ELAJBMaBnEf,22시간 전
32,OTT-방송 '균형규제' 공감대…방송4법 놓고 진통 예고 [포스트 총선 IT정책 방향 트나 ②],https://www.msn.com/ko-kr/news/other/ott-%25EB%25B0%25A9%25EC%2586%25A1-%25EA%25B7%25A0%25ED%2598%2595%25EA%25B7%259C%25EC%25A0%259C-%25EA%25B3%25B5%25EA%25B0%2590%25EB%258C%2580-%25EB%25B0%25A9%25EC%2586%25A14%25EB%25B2%2595-%25EB%2586%2593%25EA%25B3%25A0-%25EC%25A7%2584%25ED%2586%25B5-%25EC%2598%2588%25EA%25B3%25A0-%25ED%258F%25AC%25EC%258A%25A4%25ED%258A%25B8-%25EC%25B4%259D%25EC%2584%25A0-it%25EC%25A0%2595%25EC%25B1%2585-%25EB%25B0%25A9%25ED%2596%25A5-%25ED%258A%25B8%25EB%2582%2598/ar-BB1lAtQt&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgGEAI&usg=AOvVaw1qKgw5Lw4wx6mtWZfZzYSi,22시간 전
33,"삼성전자서비스, 'AI 가전' 시대 맞아 '원격 상담 서비스' 본격화",http://m.emoneynews.co.kr/news/articleView.html%3Fidxno%3D112677&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgCEAI&usg=AOvVaw3X35D1uIq4rq6IsDOEgiaC,24시간 전
34,"""오늘 용돈(여 14세)""… 방심위, 랜덤채팅 앱서 성매매 정보 1295건 적발 - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/15/XXWZEQGXSZBRZM7LZHZTHYH2LM/&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgFEAI&usg=AOvVaw2r4cGan7SGwXPhYsi_Sr7A,43분 전
35,"지란지교소프트, 농수산식품유통공사에 웹에디터 공급 - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/15/O7GIBFO2MVE7HF2HUDDE5CXR3I/&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgHEAI&usg=AOvVaw2NWUej7QKcYsp-lLV0pCaU,7시간 전
36,"대만 기업들 ""남미·동남아로""…美·中 갈등에 생산기지 다변화",https://www.hankyung.com/article/2024041508161&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgEEAI&usg=AOvVaw2zTfDRwkYnVuhcac5QarHd,17분 전
37,50만원대에 성능도 수준급…삼성 쫓는 中 폴더블폰,https://it.chosun.com/news/articleView.html%3Fidxno%3D2023092113628&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgAEAI&usg=AOvVaw1CrEfvvwy_ciGK-zBD_ZpY,5시간 전
38,‘카카오프렌즈 골프 출시’ 5주년 기념… 용품 최대 71% 할인 - 조선비즈,https://biz.chosun.com/it-science/ict/2024/04/15/HF4IY7U4HBDI3ELSXSBSIV4DV4/&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgDEAI&usg=AOvVaw3KpNp_eTJ6sC2KHJJmodaP,7시간 전
39,"카카오, 모바일 다음에 콘텐츠 큐레이션 공간 ‘틈’ 오픈 - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/15/PFXY6EPLIVCX7NSJJNJUFIFMMI/&sa=U&ved=2ahUKEwjwh6Xz18OFAxWslq8BHZysAoY4HhDF9AF6BAgBEAI&usg=AOvVaw25KygEeHhrOzTozmmhYQfX,6시간 전
40,50만원대에 성능도 수준급…삼성 쫓는 中 폴더블폰,https://it.chosun.com/news/articleView.html%3Fidxno%3D2023092113628&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgIEAI&usg=AOvVaw30pu5nPL87BuGLFSgW1h_e,5시간 전
41,대전 첫 '스마트 경로당' 동구 용운동에 문 열어,https://www.news1.kr/articles/%3F5385231&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgJEAI&usg=AOvVaw1dG2BCIzYtTv6eoB1FxFoZ,12분 전
42,"삼성·LG전자, 밀라노 디자인위크 참가…“AI로 유럽 빌트인 시장 정조준” - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/15/O4X34PXX5VHDJCZJJIQ5A5U3FA/&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgBEAI&usg=AOvVaw2bqE2HF3cYGpPwskR4MRu2,5시간 전
43,"hy-서울시, '기부하는 건강계단' MOU",https://www.newsclaim.co.kr/news/articleView.html%3Fidxno%3D3029833&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgGEAI&usg=AOvVaw2UyrWzmWxeh5nvS6JQSNpJ,7시간 전
44,"카카오, 다음에 '[ 틈 ]' 오픈…브런치스토리 콘텐츠 소개",https://m.news1.kr/articles/%3F5384472%2626&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgDEAI&usg=AOvVaw2Wx23dXLpRXfxvv12Ijuph,7시간 전
45,"카카오, 모바일 다음에 콘텐츠 큐레이션 공간 ‘틈’ 오픈 - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/15/PFXY6EPLIVCX7NSJJNJUFIFMMI/&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgCEAI&usg=AOvVaw1U2GZcG7o4Q4brmYEo3-t2,6시간 전
46,호텔이 프런트 업무에서 벗어나야 하는 이유 - 5부,http://www.sukbakmagazine.com/news/articleView.html%3Fidxno%3D60361&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgAEAI&usg=AOvVaw1xuSdcRe-22MYo7k8wCInT,6시간 전
47,델 파워엣지 서버에서 인텔 가우디3 AI 가속기 지원,https://www.gttkorea.com/news/articleView.html%3Fidxno%3D9945&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgHEAI&usg=AOvVaw3SR361wVEZA8qvaS8fvyCW,5시간 전
48,"넷마블 '나 혼자만 레벨업:어라이즈', 서울 주요 도심 옥외광고",https://www.newsclaim.co.kr/news/articleView.html%3Fidxno%3D3029840&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgEEAI&usg=AOvVaw2V2Cp5YKdxcmcjAXzORi4T,6시간 전
49,티맵은 어떻게 내비 업계 1위가 됐을까[손엄지의 IT살롱],https://www.news1.kr/articles/%3F5383090&sa=U&ved=2ahUKEwiP-IH118OFAxVfhq8BHXUkDVo4KBDF9AF6BAgFEAI&usg=AOvVaw3kdGvL8-f_hzlSW6O0DtmP,11시간 전
50,"""가짜뉴스 싫어요""…인스타·페북 이용 뚝",https://www.hankyung.com/article/2024041498671&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgIEAI&usg=AOvVaw3clI4rihu0IceLrAFh8uEo,22시간 전
51,‘LCK 준우승’ 페이커 “MSI서 더 강해져 돌아오겠다” - 조선비즈,https://biz.chosun.com/it-science/ict/2024/04/14/BQYQ37J4SNGALJHTFJ2JO7AR2A/&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgJEAI&usg=AOvVaw1h47In7Lej1194JsX80Y9y,19시간 전
52,"후지필름 홀딩스, ‘2024 iF 디자인 어워드’서 27개 상 수상 쾌거",http://www.enewstoday.co.kr/news/articleView.html%3Fidxno%3D2114264&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgDEAI&usg=AOvVaw2FcB82LtGBEUAp1Wy8Rn7S,19시간 전
53,"[브레이크뉴스] 계양구의회, '청소년의회 체험 프로그램' 실시",http://www.breaknews.com/1026666&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgCEAI&usg=AOvVaw0ZtmVvuMGNsDeoFElopnJ8,4시간 전
54,[브레이크뉴스] 이란의 이스라엘 공격에 대한 경과와 대응,http://breaknews.com/1026621&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgEEAI&usg=AOvVaw2FdAHacEDZdPIAi8j_-YCw,7시간 전
55,"日 ""구글·애플 독점 막는다"" 위반땐 매출액 20% 과징금",https://news.nate.com/view/20240414n15149%3Fmid%3Dn1101&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgGEAI&usg=AOvVaw0MyuHyJWdyMeKOb2CYEG_R,22시간 전
56,"젠지, LCK 최초 4회 연속 우승 금자탑(종합) - 조선비즈",https://biz.chosun.com/it-science/ict/2024/04/14/6NUFP2LNYNDT5NBOYRK5JAC4SA/&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgAEAI&usg=AOvVaw3t4Ko9z5mJbQWEsszRlqKH,19시간 전
57,[브레이크뉴스] 권칠승 수석대변인 “신임 비서실장 원희룡 내정..국민의 뜻 반영한 인사 단행해야”,http://breaknews.com/1026585&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgHEAI&usg=AOvVaw2N_I7bqJpf5Kn2EaRNmx37,20시간 전
58,"삼성전자, 공유 주거 부동산 기업과 협력해 개인 맞춤형 스마트홈 제시",http://m.emoneynews.co.kr/news/articleView.html%3Fidxno%3D112678&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgFEAI&usg=AOvVaw3jVUQOiafH-aSsqwNWDOeQ,24시간 전
59,SBS Learn English 에피소드 59: 요리에 대해 이야기하기 (중급),https://www.sbs.com.au/language/korean/ko/podcast-episode/59-talking-about-cooking-med/4d896fj8d&sa=U&ved=2ahUKEwjtvuD218OFAxUNm68BHSqOCdM4MhDF9AF6BAgBEAI&usg=AOvVaw0Y9XBil8TwzbVhpKTx36e7,12시간 전
60,"잡코리아, '직장분쟁 다루는 방법' HR웨비나 개최",https://www.kdfnews.com/news/articleView.html%3Fidxno%3D130563&sa=U&ved=2ahUKEwib3Lz418OFAxUJka8BHbQQDbA4PBDF9AF6BAgAEAI&usg=AOvVaw1Qpn5mVU3RVmFOpIfK39A8,8시간 전
